"Name","val_acc","test_acc","State","Notes","User","Tags","Created","Runtime","Sweep","GradC","act_B","act_F","architecture","batchsize","bias_init","bn_affine","bw_bn","dataset","epochs","eta_min","filter_target","fw_bn","grad_clip_B","grad_clip_F","loss_scale_C","lr_B","lr_F","method","mmt_B","mmt_F","mode","num_chn","optimizer","seed","wd_B","wd_F","yaml","val_loss","best_epoch","test_loss"
"MNIST_classification_CCL","0.9821666666666666","0.9811","finished","-","","","2024-05-05T01:28:21.000Z","1146","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/mnist_ccl.yaml","0.07325162782271703","99","0.07007324091792107"
"MNIST_classification_CCL","0.9815","0.9815","finished","-","","","2024-05-04T22:58:48.000Z","1182","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","2","2","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/mnist_ccl.yaml","0.07451287073191876","57","0.06841420124173164"
"MNIST_classification_CCL","0.9811666666666666","0.981","finished","-","","","2024-05-04T22:58:48.000Z","1154","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/mnist_ccl.yaml","0.07529222386920204","83","0.06771442891955376"
"MNIST_classification_CCL","0.9805","0.982","finished","-","","","2024-05-05T00:09:26.000Z","1072","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/mnist_ccl.yaml","0.0741325684580952","98","0.06487204684019089"
"MNIST_classification_CCL","0.9803333333333332","0.9814","finished","-","","","2024-05-05T02:42:47.000Z","1103","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1.5","1.5","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/mnist_ccl.yaml","0.08284975973765055","77","0.06696504355072976"
"MNIST_classification_CCL","0.9803333333333332","0.9793","finished","-","","","2024-05-05T02:34:03.000Z","1125","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","1","1","0.5","1","1","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/mnist_ccl.yaml","0.0745370839436849","87","0.07197027983665466"
"MNIST_classification_CCL","0.9801666666666666","0.9832","finished","-","","","2024-05-04T22:58:48.000Z","1087","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","1","0","0","./yaml/mlp/mnist_ccl.yaml","0.07065606495862206","97","0.06460845965147019"
"MNIST_classification_CCL","0.9801666666666666","0.9813","finished","-","","","2024-05-05T01:20:22.000Z","1110","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","2","0","0","./yaml/mlp/mnist_ccl.yaml","0.07851500276724498","77","0.0690687379539013"
"MNIST_classification_CCL","0.9798333333333332","0.9818","finished","-","","","2024-05-05T03:55:17.000Z","1098","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1.5","1.5","CCL","0","0","train","1","SGD","3","0","0","./yaml/mlp/mnist_ccl.yaml","0.08203274513284366","85","0.0683112746655941"
"MNIST_classification_CCL","0.9796666666666668","0.9821","finished","-","","","2024-05-05T03:48:03.000Z","1124","","0","elu","elu","simple_linear","256","zero","1","0","MNIST","100","0.001","0","0","0.5","0.5","0.5","1","1","CCL","0","0","train","1","SGD","3","0","0","./yaml/mlp/mnist_ccl.yaml","0.07769177665313085","99","0.06533241054415703"
